"ID_REF","VALUE"
"AC148152.3_FGT001",0.160582286642
"AC148152.3_FGT005",0.00337968877803146
"AC148152.3_FGT006",-0.108514505773382
"AC148152.3_FGT008",-0.150173357355748
"AC148167.6_FGT001",0.486812465343327
"AC149475.2_FGT002",0.0906241135306881
"AC149475.2_FGT003",0.594872064131734
"AC149475.2_FGT005",1.02663190147888
"AC149475.2_FGT007",-0.339682539239851
"AC149810.2_FGT003",0.293743595977021
"AC149810.2_FGT004",0.849743421372396
"AC149810.2_FGT008",0.209654099351775
"AC149818.2_FGT001",0.690467713290132
"AC149818.2_FGT004",-0.613001266807567
"AC149818.2_FGT005",0.0541131157474842
"AC149818.2_FGT006",0.152202394706615
"AC149818.2_FGT007",-0.0252036701474574
"AC149818.2_FGT008",0.355057443820766
"AC149818.2_FGT009",-0.225981303258846
"AC149828.2_FGT002",-1.27353219183309
"AC149828.2_FGT004",0.684940221537172
"AC149828.2_FGT005",0.188718698135257
"AC149829.2_FGT002",1.4996350035622
"AC149829.2_FGT003",-0.0565524638871633
"AC149829.2_FGT004",0.200173200657194
"AC149829.2_FGT006",0.204812638269875
"AC150739.3_FGT001",-1.21983630404932
"AC152495.1_FGT002",0.483584282876654
"AC152495.1_FGT003",0.663647648542215
"AC152495.1_FGT010",0.242851977955386
"AC152495.1_FGT011",0.449702362018275
"AC152495.1_FGT012",0.175487177287957
"AC152495.1_FGT013",0.202117804565377
"AC152495.1_FGT015",0.0127298345810821
"AC152495.1_FGT017",-0.171371108473315
"AC155352.2_FGT001",-0.685266817479314
"AC155352.2_FGT010",-0.745068183422975
"AC155376.2_FGT002",-0.13183882833251
"AC155376.2_FGT004",0.0509712612319235
"AC155376.2_FGT005",0.90112095520363
"AC155377.1_FGT001",0.206703048781007
"AC155377.1_FGT002",0.285462127827168
"AC155390.2_FGT002",-0.0493701495380087
"AC155434.2_FGT001",-0.228870149567732
"AC155434.2_FGT003",-0.628981889202796
"AC155434.2_FGT004",0.121915167399141
"AC155434.2_FGT005",0.203328330341751
"AC155434.2_FGT006",1.58689578225833
"AC155496.2_FGT009",-0.153322846907586
"AC155610.2_FGT007",-0.0941926389428342
"AC155610.2_FGT009",-0.705301490918718
"AC155622.2_FGT001",-0.576242300266101
"AC155622.2_FGT004",0.397455027910873
"AC155624.2_FGT006",-0.430891359863776
"AC155624.2_FGT011",-0.0173647933531312
