"ID_REF","VALUE"
"AC148152.3_FGT001",-0.33057922697738
"AC148152.3_FGT005",-0.271122110220867
"AC148152.3_FGT006",0.188570210187346
"AC148152.3_FGT008",-0.293763683308002
"AC148167.6_FGT001",0.383185329486714
"AC149475.2_FGT002",-1.26609502443188
"AC149475.2_FGT003",-0.138970487537814
"AC149475.2_FGT005",0.202191691785884
"AC149475.2_FGT007",-0.95092156106514
"AC149810.2_FGT003",-0.800575288346366
"AC149810.2_FGT004",0.0429470235480378
"AC149810.2_FGT008",-0.320762758924942
"AC149818.2_FGT001",-0.0511408561603915
"AC149818.2_FGT004",-1.37502340273958
"AC149818.2_FGT005",0.383693959740985
"AC149818.2_FGT006",-0.168742892082208
"AC149818.2_FGT007",0.490648640488673
"AC149818.2_FGT008",-0.0421051370141135
"AC149818.2_FGT009",-0.0312393234086562
"AC149828.2_FGT002",-1.81050676087803
"AC149828.2_FGT004",0.067029668827507
"AC149828.2_FGT005",-0.0594454652755462
"AC149829.2_FGT002",2.69816154772704
"AC149829.2_FGT003",-0.503907613987638
"AC149829.2_FGT004",0.199300059914302
"AC149829.2_FGT006",-0.0889858472825664
"AC150739.3_FGT001",-0.0938030154286686
"AC152495.1_FGT002",0.0809414749611646
"AC152495.1_FGT003",0.869105393796997
"AC152495.1_FGT010",0.480960552506497
"AC152495.1_FGT011",0.0179093402639505
"AC152495.1_FGT012",-0.0312107193750948
"AC152495.1_FGT013",0.131629257110409
"AC152495.1_FGT015",0.264525366998254
"AC152495.1_FGT017",-0.0159488821032145
"AC155352.2_FGT001",0.0431303394352793
"AC155352.2_FGT010",-0.00249940765001508
"AC155376.2_FGT002",-0.238043234156695
"AC155376.2_FGT004",-0.242684883445213
"AC155376.2_FGT005",0.505232427750584
"AC155377.1_FGT001",0.0609650093965187
"AC155377.1_FGT002",0.266141852191342
"AC155390.2_FGT002",0.0218080137080607
"AC155434.2_FGT001",0.0765614446871467
"AC155434.2_FGT003",-0.369151533780879
"AC155434.2_FGT004",-0.621641882459465
"AC155434.2_FGT005",-0.14555632192313
"AC155434.2_FGT006",1.54548583511642
"AC155496.2_FGT009",-0.251640136443196
"AC155610.2_FGT007",-0.219056383817953
"AC155610.2_FGT009",-1.50299615543894
"AC155622.2_FGT001",-0.448802903222138
"AC155622.2_FGT004",0.159165894600717
"AC155624.2_FGT006",0.299668424302391
"AC155624.2_FGT011",0.197570528351879
"AC159612.1_FGT007",0.00850628311552404
"AC165171.2_FGT002",0.120965607718512
"AC165178.2_FGT004",-0.70591624726395
"AC166636.1_FGT007",0.199657915074037
"AC166636.1_FGT008",0.0203945317722224
"AC166636.1_FGT009",-0.16124832325317
"AC177831.3_FGT004",0.0170867276151859
"AC177833.2_FGT001",-0.00691496118539586
"AC177837.3_FGT002",-0.0136416589062255
"AC177838.2_FGT015",-0.177097750647454
"AC177844.2_FGT003",-0.373639844132984
"AC177850.2_FGT003",0.250323995387069
"AC177850.2_FGT005",-1.20553145006478
"AC177860.4_FGT002",-0.253356879556554
"AC177890.3_FGT005",0.00660552621838179
"AC177893.3_FGT003",-0.826112639781221
"AC177893.3_FGT006",-0.069081147511073
"AC177897.2_FGT002",-0.3862394529324
"AC177897.2_FGT022",0.291492208292154
"AC177897.2_FGT029",0.0774644590559965
"AC177899.2_FGT009",0.155039026094089
"AC177899.2_FGT012",0.021472173447885
"AC177900.4_FGT001",0.103419690975635
"AC177905.2_FGT001",-0.266817337030537
"AC177905.2_FGT003",0.100216430849791
"AC177908.3_FGT002",0.114279123241844
"AC177908.3_FGT003",0.404548022835395
"AC177908.3_FGT006",0.751428087957968
"AC177911.4_FGT005",0.363430170313073
"AC177920.3_FGT008",0.225685894418638
"AC177922.2_FGT002",-0.0724914950659006
"AC177924.2_FGT001",0.191724439666348
"AC177924.2_FGT003",0.0700169014363176
"AC177926.2_FGT003",-0.26226579415034
"AC177930.2_FGT001",0.435645723695225
"AC177930.2_FGT002",-0.1808723873645
"AC177936.6_FGT008",0.0696297327777658
"AC177941.3_FGT001",0.0961609053672113
"AC177941.3_FGT006",0.0569423702077647
"AC177946.2_FGT004",-0.123519310398974
"AC177947.2_FGT003",0.112921686839505
"AC182105.3_FGT006",0.343343531634792
"AC182413.4_FGT002",-0.164161339685943
"AC182439.4_FGT004",0.0865125738327971
"AC182482.3_FGT003",-0.267658485650756
"AC182615.4_FGT001",0.149919735905627
"AC182617.3_FGT001",-1.13060828438833
"AC182627.2_FGT003",0.0882369851475352
"AC182831.3_FGT004",0.145279545650195
"AC182838.3_FGT006",-0.209450322811106
"AC183315.4_FGT006",0.46830448860593
"AC183319.3_FGT001",-0.0773420134162431
"AC183372.4_FGT006",-0.275727543250903
"AC183412.5_FGT005",1.47065192840582
"AC183413.3_FGT006",0.391069460225022
"AC183509.1_FGT001",-0.552931221841036
"AC183514.3_FGT006",-0.934986494824847
