"ID_REF","VALUE"
"AC148152.3_FGT001",-0.117037112256487
"AC148152.3_FGT005",-0.0105777867222812
"AC148152.3_FGT006",-0.142510747231417
"AC148152.3_FGT008",0.0419623854540534
"AC148167.6_FGT001",-0.317515425665097
"AC149475.2_FGT002",-0.341270563791284
"AC149475.2_FGT003",0.234406140639698
"AC149475.2_FGT005",-0.0727292692784627
"AC149475.2_FGT007",0.151434132558451
"AC149810.2_FGT003",0.0247077687477227
"AC149810.2_FGT004",0.537526830172945
"AC149810.2_FGT008",0.197164268373127
"AC149818.2_FGT001",0.135502257288478
"AC149818.2_FGT004",0.0892074050975064
"AC149818.2_FGT005",0.382533642881803
"AC149818.2_FGT006",0.159247221921146
"AC149818.2_FGT007",-0.276865135556393
"AC149818.2_FGT008",0.323003508939749
"AC149818.2_FGT009",-0.0850895647400814
"AC149828.2_FGT002",-0.0450365029670233
"AC149828.2_FGT004",0.254004998513482
"AC149828.2_FGT005",0.101472133086892
"AC149829.2_FGT002",3.64041183517034
"AC149829.2_FGT003",-0.0885998266846819
"AC149829.2_FGT004",0.490079442220701
"AC149829.2_FGT006",-0.63236961515121
"AC150739.3_FGT001",-0.280115235956832
"AC152495.1_FGT002",0.112719255079621
"AC152495.1_FGT003",0.0833903211915858
"AC152495.1_FGT010",0.00512056791354187
"AC152495.1_FGT011",-0.172319605849472
"AC152495.1_FGT012",-0.0868248416166891
"AC152495.1_FGT013",-0.0345751159963203
"AC152495.1_FGT015",0.387965795655671
"AC152495.1_FGT017",0.0725319558819872
"AC155352.2_FGT001",0.580058482131451
"AC155352.2_FGT010",-1.97269861711583
"AC155376.2_FGT002",0.326143964482754
"AC155376.2_FGT004",-0.11618506942386
"AC155376.2_FGT005",0.348317770796428
"AC155377.1_FGT001",-0.181388055874028
"AC155377.1_FGT002",0.0990545889087005
"AC155390.2_FGT002",-0.0315680059360744
"AC155434.2_FGT001",0.0842196511924528
"AC155434.2_FGT003",0.0146953616437814
"AC155434.2_FGT004",0.157461854371164
"AC155434.2_FGT005",-0.391438023089212
"AC155434.2_FGT006",-0.478567957360422
"AC155496.2_FGT009",0.0407260106508179
"AC155610.2_FGT007",0.356904983159651
"AC155610.2_FGT009",-0.12629129044797
"AC155622.2_FGT001",-0.0368294120211919
"AC155622.2_FGT004",0.377040805569683
"AC155624.2_FGT006",0.0015698234322975
"AC155624.2_FGT011",-0.142642105220757
"AC159612.1_FGT007",-0.0413463593439969
"AC165171.2_FGT002",-0.146351464721382
"AC165178.2_FGT004",-0.54187733998321
"AC166636.1_FGT007",0.0201825374026635
"AC166636.1_FGT008",0.110249073347284
"AC166636.1_FGT009",-0.2044549904852
"AC177831.3_FGT004",0.152518705274925
"AC177833.2_FGT001",-0.586713358830742
"AC177837.3_FGT002",0.210938363288634
"AC177838.2_FGT015",0.045863098643
"AC177844.2_FGT003",0.144608757660308
"AC177850.2_FGT003",0.438593431644311
"AC177850.2_FGT005",-0.320943147402736
"AC177860.4_FGT002",0.337649986442911
"AC177890.3_FGT005",-0.188987809424713
"AC177893.3_FGT003",-0.333444725422734
"AC177893.3_FGT006",0.0010893900876065
"AC177897.2_FGT002",-0.767961453216768
"AC177897.2_FGT022",-0.646577300529002
"AC177897.2_FGT029",0.0139185302604218
"AC177899.2_FGT009",-0.0213428210787844
"AC177899.2_FGT012",-0.119856009299343
"AC177900.4_FGT001",-0.111086883855968
"AC177905.2_FGT001",-0.18567816434662
"AC177905.2_FGT003",0.0913240733247878
"AC177908.3_FGT002",0.113740404152216
"AC177908.3_FGT003",0.503720315151309
"AC177908.3_FGT006",0.248405412356382
"AC177911.4_FGT005",-0.220186164843536
"AC177920.3_FGT008",0.220922883232445
"AC177922.2_FGT002",-0.135572410417029
"AC177924.2_FGT001",-0.0152360051151158
"AC177924.2_FGT003",-0.00992936871022904
"AC177926.2_FGT003",0.0486490580589044
"AC177930.2_FGT001",-0.078154549746535
"AC177930.2_FGT002",0.0893679268560059
"AC177936.6_FGT008",0.267769726629951
"AC177941.3_FGT001",0.50014512558838
"AC177941.3_FGT006",0.0768685357424289
"AC177946.2_FGT004",-0.476203413303109
"AC177947.2_FGT003",0.0516890329617007
"AC182105.3_FGT006",-0.170280775778289
"AC182413.4_FGT002",-0.258555983753607
"AC182439.4_FGT004",0.413010678789967
"AC182482.3_FGT003",-0.616507779182749
"AC182615.4_FGT001",0.594866394511411
"AC182617.3_FGT001",0.0839191615006066
"AC182627.2_FGT003",-0.153260231720559
"AC182831.3_FGT004",0.0383879115800891
"AC182838.3_FGT006",0.0892911144704185
"AC183315.4_FGT006",0.00642422472832357
"AC183319.3_FGT001",0.232042892292346
"AC183372.4_FGT006",-0.187781667757257
"AC183412.5_FGT005",0.469463225778942
"AC183413.3_FGT006",-0.111418957203858
"AC183509.1_FGT001",-0.0567246482110749
